site_name,site_id,cammlr_region,longitude_epsg_4326,latitude_epsg_4326,common_name,day,month,year,season_starting,penguin_count,accuracy,count_type,vantage,reference
Cape Hallett,CHAL,88.1,170.214,-72.318,adelie penguin,,,1967,1967,43000,1,nests,,"</sub>author [1] ""Eric J. Woehler"" ""J. P. Croxall""    </sub>journal [1] ""Marine Ornithology""  </sub>number [1] ""1""  </sub>pages [1] ""43--66""  </sub>title [1] ""{The status and trends of Antarctic and sub-Antarctic seabirds}""  </sub>volume [1] ""25""  </sub>year [1] ""1997""  </sub>`bdsk-url-1` [1] ""http://www.marineornithology.org/PDF/25/25_8.pdf""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""woehler1997status"" attr( ""dateobj"") [1] ""1997-01-01 CST"""
Cape Hallett,CHAL,88.1,170.214,-72.318,adelie penguin,,,1971,1971,8000,3,nests,ground,"</sub>author [1] ""Eric J. Woehler"" ""D. J. Slip""      ""L. M. Robertson"" ""P. J. Fullagar""  ""H. R. Burton""     </sub>journal [1] ""Marine Ornithology""  </sub>number [1] ""1""  </sub>pages [1] ""1--18""  </sub>title [1] ""{The distribution  abundance and status of Ad&eacute;lie penguins.\emph{Pygoscelis adeliae} at the Windmill Islands  Wilkes Land  Antarctica}""  </sub>volume [1] ""19""  </sub>year [1] ""1991""  </sub>`bdsk-url-1` [1] ""http://marineornithology.org/PDF/19/MO_1991_01.pdf""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""woehler1991distribution"" attr( ""dateobj"") [1] ""1991-01-01 CST"""
Cape Hallett,CHAL,88.1,170.214,-72.318,adelie penguin,,12,1981,1981,33733,2,nests,aerial,"</sub>author [1] ""Dean Anderson""   ""Fiona Shanhun""   ""Rebecca Macneil""  </sub>doi [1] ""10.7931/kf06-x745""  </sub>field [1] ""Dataset""  </sub>note [1] ""{Dataset downloaded on 04/01/22 from https://doi.org/10.7931/kf06-x745}""  </sub>title [1] ""{Aerial survey data of Ad&eacute;lie penguin breeding pairs across 39 colonies from Ross Island to Cape Adare. Count data were collected from 1981 - 2019}""  </sub>year [1] ""2021""  </sub>`bdsk-url-1` [1] ""https://doi.org/10.7931/kf06-x745""  attr( ""bibtype"") [1] ""Unpublished"" attr( ""key"") [1] ""manaakiwhenua2021aerial"" attr( ""dateobj"") [1] ""2021-01-01 CST"""
Cape Hallett,CHAL,88.1,170.214,-72.318,adelie penguin,,12,1982,1982,42931,2,nests,aerial,"</sub>author [1] ""Dean Anderson""   ""Fiona Shanhun""   ""Rebecca Macneil""  </sub>doi [1] ""10.7931/kf06-x745""  </sub>field [1] ""Dataset""  </sub>note [1] ""{Dataset downloaded on 04/01/22 from https://doi.org/10.7931/kf06-x745}""  </sub>title [1] ""{Aerial survey data of Ad&eacute;lie penguin breeding pairs across 39 colonies from Ross Island to Cape Adare. Count data were collected from 1981 - 2019}""  </sub>year [1] ""2021""  </sub>`bdsk-url-1` [1] ""https://doi.org/10.7931/kf06-x745""  attr( ""bibtype"") [1] ""Unpublished"" attr( ""key"") [1] ""manaakiwhenua2021aerial"" attr( ""dateobj"") [1] ""2021-01-01 CST"""
Cape Hallett,CHAL,88.1,170.214,-72.318,adelie penguin,,12,1983,1983,48415,2,nests,aerial,"</sub>author [1] ""Dean Anderson""   ""Fiona Shanhun""   ""Rebecca Macneil""  </sub>doi [1] ""10.7931/kf06-x745""  </sub>field [1] ""Dataset""  </sub>note [1] ""{Dataset downloaded on 04/01/22 from https://doi.org/10.7931/kf06-x745}""  </sub>title [1] ""{Aerial survey data of Ad&eacute;lie penguin breeding pairs across 39 colonies from Ross Island to Cape Adare. Count data were collected from 1981 - 2019}""  </sub>year [1] ""2021""  </sub>`bdsk-url-1` [1] ""https://doi.org/10.7931/kf06-x745""  attr( ""bibtype"") [1] ""Unpublished"" attr( ""key"") [1] ""manaakiwhenua2021aerial"" attr( ""dateobj"") [1] ""2021-01-01 CST"""
Cape Hallett,CHAL,88.1,170.214,-72.318,adelie penguin,,12,1984,1984,60261,2,nests,aerial,"</sub>author [1] ""Dean Anderson""   ""Fiona Shanhun""   ""Rebecca Macneil""  </sub>doi [1] ""10.7931/kf06-x745""  </sub>field [1] ""Dataset""  </sub>note [1] ""{Dataset downloaded on 04/01/22 from https://doi.org/10.7931/kf06-x745}""  </sub>title [1] ""{Aerial survey data of Ad&eacute;lie penguin breeding pairs across 39 colonies from Ross Island to Cape Adare. Count data were collected from 1981 - 2019}""  </sub>year [1] ""2021""  </sub>`bdsk-url-1` [1] ""https://doi.org/10.7931/kf06-x745""  attr( ""bibtype"") [1] ""Unpublished"" attr( ""key"") [1] ""manaakiwhenua2021aerial"" attr( ""dateobj"") [1] ""2021-01-01 CST"""
Cape Hallett,CHAL,88.1,170.214,-72.318,adelie penguin,,12,1985,1985,58526,2,nests,aerial,"</sub>author [1] ""Dean Anderson""   ""Fiona Shanhun""   ""Rebecca Macneil""  </sub>doi [1] ""10.7931/kf06-x745""  </sub>field [1] ""Dataset""  </sub>note [1] ""{Dataset downloaded on 04/01/22 from https://doi.org/10.7931/kf06-x745}""  </sub>title [1] ""{Aerial survey data of Ad&eacute;lie penguin breeding pairs across 39 colonies from Ross Island to Cape Adare. Count data were collected from 1981 - 2019}""  </sub>year [1] ""2021""  </sub>`bdsk-url-1` [1] ""https://doi.org/10.7931/kf06-x745""  attr( ""bibtype"") [1] ""Unpublished"" attr( ""key"") [1] ""manaakiwhenua2021aerial"" attr( ""dateobj"") [1] ""2021-01-01 CST"""
Cape Hallett,CHAL,88.1,170.214,-72.318,adelie penguin,,12,1986,1986,57601,2,nests,aerial,"</sub>author [1] ""Dean Anderson""   ""Fiona Shanhun""   ""Rebecca Macneil""  </sub>doi [1] ""10.7931/kf06-x745""  </sub>field [1] ""Dataset""  </sub>note [1] ""{Dataset downloaded on 04/01/22 from https://doi.org/10.7931/kf06-x745}""  </sub>title [1] ""{Aerial survey data of Ad&eacute;lie penguin breeding pairs across 39 colonies from Ross Island to Cape Adare. Count data were collected from 1981 - 2019}""  </sub>year [1] ""2021""  </sub>`bdsk-url-1` [1] ""https://doi.org/10.7931/kf06-x745""  attr( ""bibtype"") [1] ""Unpublished"" attr( ""key"") [1] ""manaakiwhenua2021aerial"" attr( ""dateobj"") [1] ""2021-01-01 CST"""
Cape Hallett,CHAL,88.1,170.214,-72.318,adelie penguin,,12,1987,1987,62165,2,nests,aerial,"</sub>author [1] ""Dean Anderson""   ""Fiona Shanhun""   ""Rebecca Macneil""  </sub>doi [1] ""10.7931/kf06-x745""  </sub>field [1] ""Dataset""  </sub>note [1] ""{Dataset downloaded on 04/01/22 from https://doi.org/10.7931/kf06-x745}""  </sub>title [1] ""{Aerial survey data of Ad&eacute;lie penguin breeding pairs across 39 colonies from Ross Island to Cape Adare. Count data were collected from 1981 - 2019}""  </sub>year [1] ""2021""  </sub>`bdsk-url-1` [1] ""https://doi.org/10.7931/kf06-x745""  attr( ""bibtype"") [1] ""Unpublished"" attr( ""key"") [1] ""manaakiwhenua2021aerial"" attr( ""dateobj"") [1] ""2021-01-01 CST"""
Cape Hallett,CHAL,88.1,170.214,-72.318,adelie penguin,,,1987,1987,66319,1,nests,,"</sub>author [1] ""Eric J. Woehler"" ""J. P. Croxall""    </sub>journal [1] ""Marine Ornithology""  </sub>number [1] ""1""  </sub>pages [1] ""43--66""  </sub>title [1] ""{The status and trends of Antarctic and sub-Antarctic seabirds}""  </sub>volume [1] ""25""  </sub>year [1] ""1997""  </sub>`bdsk-url-1` [1] ""http://www.marineornithology.org/PDF/25/25_8.pdf""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""woehler1997status"" attr( ""dateobj"") [1] ""1997-01-01 CST"""
Cape Hallett,CHAL,88.1,170.214,-72.318,adelie penguin,,12,1988,1988,56153,2,nests,aerial,"</sub>author [1] ""Dean Anderson""   ""Fiona Shanhun""   ""Rebecca Macneil""  </sub>doi [1] ""10.7931/kf06-x745""  </sub>field [1] ""Dataset""  </sub>note [1] ""{Dataset downloaded on 04/01/22 from https://doi.org/10.7931/kf06-x745}""  </sub>title [1] ""{Aerial survey data of Ad&eacute;lie penguin breeding pairs across 39 colonies from Ross Island to Cape Adare. Count data were collected from 1981 - 2019}""  </sub>year [1] ""2021""  </sub>`bdsk-url-1` [1] ""https://doi.org/10.7931/kf06-x745""  attr( ""bibtype"") [1] ""Unpublished"" attr( ""key"") [1] ""manaakiwhenua2021aerial"" attr( ""dateobj"") [1] ""2021-01-01 CST"""
Cape Hallett,CHAL,88.1,170.214,-72.318,adelie penguin,,12,1990,1990,45362,2,nests,aerial,"</sub>author [1] ""Dean Anderson""   ""Fiona Shanhun""   ""Rebecca Macneil""  </sub>doi [1] ""10.7931/kf06-x745""  </sub>field [1] ""Dataset""  </sub>note [1] ""{Dataset downloaded on 04/01/22 from https://doi.org/10.7931/kf06-x745}""  </sub>title [1] ""{Aerial survey data of Ad&eacute;lie penguin breeding pairs across 39 colonies from Ross Island to Cape Adare. Count data were collected from 1981 - 2019}""  </sub>year [1] ""2021""  </sub>`bdsk-url-1` [1] ""https://doi.org/10.7931/kf06-x745""  attr( ""bibtype"") [1] ""Unpublished"" attr( ""key"") [1] ""manaakiwhenua2021aerial"" attr( ""dateobj"") [1] ""2021-01-01 CST"""
Cape Hallett,CHAL,88.1,170.214,-72.318,adelie penguin,,12,1991,1991,43942,2,nests,aerial,"</sub>author [1] ""Dean Anderson""   ""Fiona Shanhun""   ""Rebecca Macneil""  </sub>doi [1] ""10.7931/kf06-x745""  </sub>field [1] ""Dataset""  </sub>note [1] ""{Dataset downloaded on 04/01/22 from https://doi.org/10.7931/kf06-x745}""  </sub>title [1] ""{Aerial survey data of Ad&eacute;lie penguin breeding pairs across 39 colonies from Ross Island to Cape Adare. Count data were collected from 1981 - 2019}""  </sub>year [1] ""2021""  </sub>`bdsk-url-1` [1] ""https://doi.org/10.7931/kf06-x745""  attr( ""bibtype"") [1] ""Unpublished"" attr( ""key"") [1] ""manaakiwhenua2021aerial"" attr( ""dateobj"") [1] ""2021-01-01 CST"""
Cape Hallett,CHAL,88.1,170.214,-72.318,adelie penguin,,12,1992,1992,50502,2,nests,aerial,"</sub>author [1] ""Dean Anderson""   ""Fiona Shanhun""   ""Rebecca Macneil""  </sub>doi [1] ""10.7931/kf06-x745""  </sub>field [1] ""Dataset""  </sub>note [1] ""{Dataset downloaded on 04/01/22 from https://doi.org/10.7931/kf06-x745}""  </sub>title [1] ""{Aerial survey data of Ad&eacute;lie penguin breeding pairs across 39 colonies from Ross Island to Cape Adare. Count data were collected from 1981 - 2019}""  </sub>year [1] ""2021""  </sub>`bdsk-url-1` [1] ""https://doi.org/10.7931/kf06-x745""  attr( ""bibtype"") [1] ""Unpublished"" attr( ""key"") [1] ""manaakiwhenua2021aerial"" attr( ""dateobj"") [1] ""2021-01-01 CST"""
Cape Hallett,CHAL,88.1,170.214,-72.318,adelie penguin,,12,1996,1996,47505,2,nests,aerial,"</sub>author [1] ""Dean Anderson""   ""Fiona Shanhun""   ""Rebecca Macneil""  </sub>doi [1] ""10.7931/kf06-x745""  </sub>field [1] ""Dataset""  </sub>note [1] ""{Dataset downloaded on 04/01/22 from https://doi.org/10.7931/kf06-x745}""  </sub>title [1] ""{Aerial survey data of Ad&eacute;lie penguin breeding pairs across 39 colonies from Ross Island to Cape Adare. Count data were collected from 1981 - 2019}""  </sub>year [1] ""2021""  </sub>`bdsk-url-1` [1] ""https://doi.org/10.7931/kf06-x745""  attr( ""bibtype"") [1] ""Unpublished"" attr( ""key"") [1] ""manaakiwhenua2021aerial"" attr( ""dateobj"") [1] ""2021-01-01 CST"""
Cape Hallett,CHAL,88.1,170.214,-72.318,adelie penguin,,12,1998,1998,34287,2,nests,aerial,"</sub>author [1] ""Dean Anderson""   ""Fiona Shanhun""   ""Rebecca Macneil""  </sub>doi [1] ""10.7931/kf06-x745""  </sub>field [1] ""Dataset""  </sub>note [1] ""{Dataset downloaded on 04/01/22 from https://doi.org/10.7931/kf06-x745}""  </sub>title [1] ""{Aerial survey data of Ad&eacute;lie penguin breeding pairs across 39 colonies from Ross Island to Cape Adare. Count data were collected from 1981 - 2019}""  </sub>year [1] ""2021""  </sub>`bdsk-url-1` [1] ""https://doi.org/10.7931/kf06-x745""  attr( ""bibtype"") [1] ""Unpublished"" attr( ""key"") [1] ""manaakiwhenua2021aerial"" attr( ""dateobj"") [1] ""2021-01-01 CST"""
Cape Hallett,CHAL,88.1,170.214,-72.318,adelie penguin,,12,2001,2001,38796,2,nests,aerial,"</sub>author [1] ""Dean Anderson""   ""Fiona Shanhun""   ""Rebecca Macneil""  </sub>doi [1] ""10.7931/kf06-x745""  </sub>field [1] ""Dataset""  </sub>note [1] ""{Dataset downloaded on 04/01/22 from https://doi.org/10.7931/kf06-x745}""  </sub>title [1] ""{Aerial survey data of Ad&eacute;lie penguin breeding pairs across 39 colonies from Ross Island to Cape Adare. Count data were collected from 1981 - 2019}""  </sub>year [1] ""2021""  </sub>`bdsk-url-1` [1] ""https://doi.org/10.7931/kf06-x745""  attr( ""bibtype"") [1] ""Unpublished"" attr( ""key"") [1] ""manaakiwhenua2021aerial"" attr( ""dateobj"") [1] ""2021-01-01 CST"""
Cape Hallett,CHAL,88.1,170.214,-72.318,adelie penguin,,12,2006,2006,24848,2,nests,aerial,"</sub>author [1] ""Dean Anderson""   ""Fiona Shanhun""   ""Rebecca Macneil""  </sub>doi [1] ""10.7931/kf06-x745""  </sub>field [1] ""Dataset""  </sub>note [1] ""{Dataset downloaded on 04/01/22 from https://doi.org/10.7931/kf06-x745}""  </sub>title [1] ""{Aerial survey data of Ad&eacute;lie penguin breeding pairs across 39 colonies from Ross Island to Cape Adare. Count data were collected from 1981 - 2019}""  </sub>year [1] ""2021""  </sub>`bdsk-url-1` [1] ""https://doi.org/10.7931/kf06-x745""  attr( ""bibtype"") [1] ""Unpublished"" attr( ""key"") [1] ""manaakiwhenua2021aerial"" attr( ""dateobj"") [1] ""2021-01-01 CST"""
Cape Hallett,CHAL,88.1,170.214,-72.318,adelie penguin,14,2,2011,2010,61160,5,nests,vhr,"</sub>author [1] ""Heather J. Lynch""  ""Michelle A. LaRue""  </sub>doi [1] ""10.1642/AUK-14-31.1""  </sub>journal [1] ""The Auk""  </sub>number [1] ""4""  </sub>pages [1] ""457--466""  </sub>title [1] ""{First global census of the Ad&eacute;lie Penguin}""  </sub>volume [1] ""131""  </sub>year [1] ""2014""  </sub>`bdsk-url-1` [1] ""http://dx.doi.org/10.1642/AUK-14-31.1""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""lynch2014global"" attr( ""dateobj"") [1] ""2014-01-01 CST"""
Cape Hallett,CHAL,88.1,170.214,-72.318,adelie penguin,,12,2013,2013,47169,2,nests,aerial,"</sub>author [1] ""Dean Anderson""   ""Fiona Shanhun""   ""Rebecca Macneil""  </sub>doi [1] ""10.7931/kf06-x745""  </sub>field [1] ""Dataset""  </sub>note [1] ""{Dataset downloaded on 04/01/22 from https://doi.org/10.7931/kf06-x745}""  </sub>title [1] ""{Aerial survey data of Ad&eacute;lie penguin breeding pairs across 39 colonies from Ross Island to Cape Adare. Count data were collected from 1981 - 2019}""  </sub>year [1] ""2021""  </sub>`bdsk-url-1` [1] ""https://doi.org/10.7931/kf06-x745""  attr( ""bibtype"") [1] ""Unpublished"" attr( ""key"") [1] ""manaakiwhenua2021aerial"" attr( ""dateobj"") [1] ""2021-01-01 CST"""
Cape Hallett,CHAL,88.1,170.214,-72.318,adelie penguin,,12,2015,2015,51886,2,nests,aerial,"</sub>author [1] ""Dean Anderson""   ""Fiona Shanhun""   ""Rebecca Macneil""  </sub>doi [1] ""10.7931/kf06-x745""  </sub>field [1] ""Dataset""  </sub>note [1] ""{Dataset downloaded on 04/01/22 from https://doi.org/10.7931/kf06-x745}""  </sub>title [1] ""{Aerial survey data of Ad&eacute;lie penguin breeding pairs across 39 colonies from Ross Island to Cape Adare. Count data were collected from 1981 - 2019}""  </sub>year [1] ""2021""  </sub>`bdsk-url-1` [1] ""https://doi.org/10.7931/kf06-x745""  attr( ""bibtype"") [1] ""Unpublished"" attr( ""key"") [1] ""manaakiwhenua2021aerial"" attr( ""dateobj"") [1] ""2021-01-01 CST"""
Cape Hallett,CHAL,88.1,170.214,-72.318,adelie penguin,,12,2017,2017,48572,2,nests,aerial,"</sub>author [1] ""Dean Anderson""   ""Fiona Shanhun""   ""Rebecca Macneil""  </sub>doi [1] ""10.7931/kf06-x745""  </sub>field [1] ""Dataset""  </sub>note [1] ""{Dataset downloaded on 04/01/22 from https://doi.org/10.7931/kf06-x745}""  </sub>title [1] ""{Aerial survey data of Ad&eacute;lie penguin breeding pairs across 39 colonies from Ross Island to Cape Adare. Count data were collected from 1981 - 2019}""  </sub>year [1] ""2021""  </sub>`bdsk-url-1` [1] ""https://doi.org/10.7931/kf06-x745""  attr( ""bibtype"") [1] ""Unpublished"" attr( ""key"") [1] ""manaakiwhenua2021aerial"" attr( ""dateobj"") [1] ""2021-01-01 CST"""
Cape Hallett,CHAL,88.1,170.214,-72.318,adelie penguin,,,2017,2017,47373,2,nests,aerial,"</sub>address [1] ""Sejong-si  Republic of Korea""  </sub>author [1] ""Korean Polar Research Institute""  </sub>institution [1] ""Ministry of the Environment""  </sub>number [1] ""BSPG19040-037-3""  </sub>title [1] ""A Study on Monitoring of Antarctic Special Protected Area and Environmental Management of Antarctic Base (6)""  </sub>year [1] ""2020""  attr( ""bibtype"") [1] ""TechReport"" attr( ""key"") [1] ""kpri2020report6"" attr( ""dateobj"") [1] ""2020-01-01 CST"""
Cape Hallett,CHAL,88.1,170.214,-72.318,adelie penguin,,,2017,2017,22075,2,chicks,aerial,"</sub>address [1] ""Sejong-si  Republic of Korea""  </sub>author [1] ""Korean Polar Research Institute""  </sub>institution [1] ""Ministry of the Environment""  </sub>number [1] ""BSPG19040-037-3""  </sub>title [1] ""A Study on Monitoring of Antarctic Special Protected Area and Environmental Management of Antarctic Base (6)""  </sub>year [1] ""2020""  attr( ""bibtype"") [1] ""TechReport"" attr( ""key"") [1] ""kpri2020report6"" attr( ""dateobj"") [1] ""2020-01-01 CST"""
Cape Hallett,CHAL,88.1,170.214,-72.318,adelie penguin,,12,2018,2018,43688,2,nests,aerial,"</sub>author [1] ""Dean Anderson""   ""Fiona Shanhun""   ""Rebecca Macneil""  </sub>doi [1] ""10.7931/kf06-x745""  </sub>field [1] ""Dataset""  </sub>note [1] ""{Dataset downloaded on 04/01/22 from https://doi.org/10.7931/kf06-x745}""  </sub>title [1] ""{Aerial survey data of Ad&eacute;lie penguin breeding pairs across 39 colonies from Ross Island to Cape Adare. Count data were collected from 1981 - 2019}""  </sub>year [1] ""2021""  </sub>`bdsk-url-1` [1] ""https://doi.org/10.7931/kf06-x745""  attr( ""bibtype"") [1] ""Unpublished"" attr( ""key"") [1] ""manaakiwhenua2021aerial"" attr( ""dateobj"") [1] ""2021-01-01 CST"""
Cape Hallett,CHAL,88.1,170.214,-72.318,adelie penguin,,,2018,2018,46991,2,nests,aerial,"</sub>address [1] ""Sejong-si  Republic of Korea""  </sub>author [1] ""Korean Polar Research Institute""  </sub>institution [1] ""Ministry of the Environment""  </sub>number [1] ""BSPG19040-037-3""  </sub>title [1] ""A Study on Monitoring of Antarctic Special Protected Area and Environmental Management of Antarctic Base (6)""  </sub>year [1] ""2020""  attr( ""bibtype"") [1] ""TechReport"" attr( ""key"") [1] ""kpri2020report6"" attr( ""dateobj"") [1] ""2020-01-01 CST"""
Cape Hallett,CHAL,88.1,170.214,-72.318,adelie penguin,,,2018,2018,33968,2,chicks,aerial,"</sub>address [1] ""Sejong-si  Republic of Korea""  </sub>author [1] ""Korean Polar Research Institute""  </sub>institution [1] ""Ministry of the Environment""  </sub>number [1] ""BSPG19040-037-3""  </sub>title [1] ""A Study on Monitoring of Antarctic Special Protected Area and Environmental Management of Antarctic Base (6)""  </sub>year [1] ""2020""  attr( ""bibtype"") [1] ""TechReport"" attr( ""key"") [1] ""kpri2020report6"" attr( ""dateobj"") [1] ""2020-01-01 CST"""
Cape Hallett,CHAL,88.1,170.214,-72.318,adelie penguin,,,2019,2019,43704,2,nests,aerial,"</sub>address [1] ""Sejong-si  Republic of Korea""  </sub>author [1] ""Korean Polar Research Institute""  </sub>institution [1] ""Ministry of the Environment""  </sub>number [1] ""BSPG19040-037-3""  </sub>title [1] ""A Study on Monitoring of Antarctic Special Protected Area and Environmental Management of Antarctic Base (6)""  </sub>year [1] ""2020""  attr( ""bibtype"") [1] ""TechReport"" attr( ""key"") [1] ""kpri2020report6"" attr( ""dateobj"") [1] ""2020-01-01 CST"""
Cape Hallett,CHAL,88.1,170.214,-72.318,adelie penguin,,,2019,2019,31969,2,chicks,aerial,"</sub>address [1] ""Sejong-si  Republic of Korea""  </sub>author [1] ""Korean Polar Research Institute""  </sub>institution [1] ""Ministry of the Environment""  </sub>number [1] ""BSPG19040-037-3""  </sub>title [1] ""A Study on Monitoring of Antarctic Special Protected Area and Environmental Management of Antarctic Base (6)""  </sub>year [1] ""2020""  attr( ""bibtype"") [1] ""TechReport"" attr( ""key"") [1] ""kpri2020report6"" attr( ""dateobj"") [1] ""2020-01-01 CST"""
Chappel Island,CHAP,58.4.1,110.419,-66.177,adelie penguin,14,2,1980,1979,2618,2,adults,,"</sub>address [1] ""Kingston  Australia""  </sub>author [1] ""R. S. C. Horne""  </sub>publisher [1] ""Antarctic Division  Department of Science and Technology""  </sub>series [1] ""{ANARE Research Notes}""  </sub>title [1] ""{The distribution of penguin breeding colonies on the Australian Antarctic Territory  Heard Island  the McDonald Islands  and Macquarie Island}""  </sub>volume [1] ""9""  </sub>year [1] ""1983""  attr( ""bibtype"") [1] ""Book"" attr( ""key"") [1] ""horne1983distribution"" attr( ""dateobj"") [1] ""1983-01-01 CST"""
